sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.55,0.19,0.32,0.08,0.53,0.11,0.56,0.02,0.10,0.11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,72.25,4
0.21,0.36,0.36,0.33,0.64,0.16,0.87,0.76,0.26,0.49,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0.00,1
0.40,0.50,0.34,0.64,0.08,0.56,0.56,0.03,0.49,0.06,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,67.98,4
0.58,0.20,0.79,0.20,0.39,0.22,0.07,0.48,0.65,0.80,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,78.87,4
0.50,0.78,0.86,0.15,0.23,0.01,0.38,0.34,0.16,0.07,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,77.01,4
0.68,0.63,0.74,0.47,0.50,0.36,0.60,0.15,0.70,0.20,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,13.93,1
0.29,0.75,0.47,0.61,0.22,0.23,0.52,0.18,0.41,0.18,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,91.26,5
0.73,0.10,0.87,0.25,0.64,0.12,0.49,0.53,0.05,0.39,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,53.79,3
0.63,0.86,0.60,0.60,0.14,0.17,0.27,0.67,0.12,0.04,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,44.37,3
0.63,0.27,0.52,0.48,0.60,0.28,0.21,0.01,0.22,0.20,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,57.54,3
0.83,0.40,0.27,0.41,0.16,0.09,0.51,0.50,0.52,0.31,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,68.85,4
0.78,0.22,0.43,0.25,0.38,0.30,0.57,0.61,0.70,0.50,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,35.04,2
0.41,0.41,0.33,0.64,0.13,0.40,0.47,0.22,0.38,0.17,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,44.08,3
0.45,0.27,0.56,0.15,0.09,0.45,0.51,0.13,0.41,0.28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,58.86,3
0.77,0.34,0.58,0.33,0.33,0.20,0.54,0.23,0.41,0.55,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,10.31,1
0.60,0.06,0.41,0.20,0.21,0.06,0.25,0.18,0.41,0.16,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,79.22,4
0.84,0.61,0.26,0.41,0.54,0.37,0.27,0.09,0.19,0.26,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,53.74,3
0.46,0.64,0.18,0.46,0.24,0.10,0.37,0.25,0.49,0.66,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,60.70,4
0.58,0.42,0.26,0.11,0.85,0.13,0.44,0.26,0.15,0.20,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,59.97,3
0.59,0.88,0.38,0.52,0.37,0.56,0.35,0.17,0.37,0.10,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,56.15,3
0.64,0.31,0.43,0.42,0.39,0.13,0.69,0.62,0.49,0.33,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,51.36,3
0.58,0.16,0.33,0.73,0.71,0.29,0.47,0.36,0.22,0.47,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,52.56,3
0.63,0.34,0.61,0.21,0.41,0.12,0.91,0.15,0.26,0.64,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59.76,3
0.15,0.30,0.53,0.34,0.54,0.27,0.26,0.33,0.19,0.29,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,52.12,3
0.57,0.34,0.39,0.18,0.59,0.27,0.17,0.36,0.24,0.13,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,61.96,4
0.16,0.25,0.46,0.21,0.47,0.17,0.45,0.15,0.12,0.03,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,81.45,5
0.50,0.56,0.88,0.52,0.60,0.65,0.59,0.13,0.43,0.43,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,37.55,2
0.39,0.66,0.19,0.32,0.56,0.05,0.65,0.43,0.10,0.21,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,60.56,4
0.58,0.16,0.88,0.33,0.44,0.31,0.44,0.16,0.57,0.15,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,31.92,2
0.40,0.40,0.52,0.58,0.53,0.02,0.37,0.12,0.14,0.46,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,27.25,2
0.74,0.48,0.38,0.81,0.30,0.38,0.07,0.30,0.10,0.36,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,61.66,4
0.56,0.59,0.79,0.43,0.97,0.15,0.62,0.20,0.67,0.35,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,35.32,2
0.51,0.89,0.46,0.33,0.35,0.56,0.52,0.14,0.45,0.13,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,45.56,3
0.25,0.68,0.62,0.44,0.70,0.13,0.81,0.62,0.69,0.50,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,38.75,2
0.26,0.26,0.58,0.61,0.71,0.58,0.90,0.16,0.66,0.37,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,25.34,2
0.03,0.35,0.50,0.29,0.30,0.24,0.76,0.77,0.22,0.11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,38.20,2
0.87,0.84,0.38,0.37,0.77,0.58,0.65,0.31,0.28,0.10,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,58.77,3
0.28,0.42,0.09,0.36,0.28,0.35,0.66,0.36,0.50,0.38,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,88.89,5
0.55,0.82,0.49,0.40,0.36,0.14,0.49,0.11,0.25,0.23,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,41.37,3
0.26,0.38,0.66,0.11,0.24,0.27,0.19,0.42,0.40,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,40.74,3
0.66,0.06,0.36,0.21,0.66,0.38,0.82,0.36,0.76,0.28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,53.97,3
0.19,0.31,0.52,0.59,0.29,0.63,0.42,0.30,0.37,0.81,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,51.47,3
0.31,0.39,0.61,0.48,0.31,0.42,0.79,0.34,0.37,0.11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,59.39,3
0.26,0.36,0.16,0.13,0.24,0.04,0.50,0.48,0.46,0.24,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,63.39,4
0.73,0.48,0.35,0.25,0.84,0.19,0.52,0.59,0.39,0.57,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,58.89,3
0.44,0.49,0.47,0.10,0.64,0.50,0.53,0.39,0.18,0.40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,56.24,3
0.12,0.65,0.75,0.57,0.83,0.43,0.46,0.17,0.22,0.33,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,58.56,3
0.58,0.78,0.17,0.24,0.20,0.22,0.14,0.47,0.51,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,64.96,4
0.65,0.49,0.37,0.37,0.39,0.40,0.83,0.43,0.74,0.08,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,41.19,3
0.33,0.42,0.67,0.48,0.17,0.02,0.06,0.29,0.33,0.13,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,49.03,3
0.50,0.38,0.73,0.21,0.58,0.13,0.24,0.41,0.35,0.27,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,37.09,2
0.85,0.66,0.58,0.21,0.67,0.22,0.46,0.35,0.35,0.42,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0.00,1
0.64,0.53,0.46,0.14,0.70,0.31,0.43,0.20,0.64,0.15,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,50.74,3
0.52,0.36,0.88,0.15,0.79,0.11,0.88,0.87,0.49,0.21,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0.00,1
0.46,0.31,0.30,0.25,0.68,0.13,0.55,0.48,0.12,0.19,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,64.60,4
0.51,0.78,0.77,0.43,0.58,0.19,0.75,0.15,0.61,0.17,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0.00,1
0.33,0.74,0.64,0.22,0.32,0.05,0.29,0.39,0.25,0.20,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,74.31,4
0.65,0.16,0.86,0.03,0.71,0.30,0.75,0.04,0.18,0.44,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,26.97,2
0.09,0.57,0.32,0.17,0.41,0.51,0.97,0.37,0.38,0.17,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,70.44,4
0.20,0.21,0.25,0.35,0.21,0.52,0.33,0.28,0.55,0.43,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,98.80,5
0.53,0.25,0.66,0.57,0.34,0.36,0.39,0.88,0.51,0.38,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,29.79,2
0.34,0.83,0.79,0.52,0.52,0.03,0.26,0.39,0.36,0.14,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,52.62,3
0.50,0.27,0.53,0.23,0.17,0.29,0.05,0.43,0.43,0.50,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,87.01,5
0.53,0.16,0.32,0.28,0.05,0.23,0.79,0.11,0.18,0.41,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,67.10,4
0.52,0.50,0.37,0.52,0.57,0.20,0.49,0.21,0.14,0.41,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,62.35,4
0.22,0.66,0.87,0.14,0.42,0.07,0.14,0.38,0.40,0.19,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,37.72,2
0.86,0.30,0.40,0.08,0.09,0.69,0.91,0.37,0.20,0.11,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,9.03,1
0.62,0.40,0.27,0.32,0.66,0.14,0.93,0.46,0.41,0.06,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0.00,1
0.45,0.52,0.60,0.39,0.44,0.47,0.78,0.31,0.20,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,57.69,3
0.34,0.03,0.53,0.56,0.36,0.43,0.35,0.44,0.47,0.34,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,64.31,4
0.26,0.35,0.89,0.56,0.51,0.33,0.66,0.03,0.40,0.28,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,75.40,4
0.42,0.67,0.38,0.18,0.52,0.41,0.29,0.14,0.43,0.31,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,78.40,4
0.47,0.70,0.49,0.29,0.79,0.14,0.41,0.27,0.40,0.83,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,56.65,3
0.30,0.27,0.21,0.09,0.50,0.02,0.51,0.42,0.08,0.16,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,47.27,3
0.36,0.35,0.23,0.44,0.70,0.47,0.34,0.41,0.25,0.36,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,69.32,4
0.30,0.48,0.95,0.11,0.51,0.11,0.28,0.76,0.27,0.05,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,63.89,4
0.50,0.63,0.38,0.30,0.83,0.30,0.84,0.45,0.20,0.39,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,73.28,4
0.37,0.38,0.71,0.32,0.37,0.01,0.59,0.30,0.05,0.27,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,49.81,3
0.80,0.26,0.29,0.06,0.29,0.10,0.74,0.66,0.21,0.43,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.00,1
0.41,0.59,0.35,0.17,0.46,0.33,0.46,0.76,0.28,0.27,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,91.61,5
0.48,0.34,0.16,0.24,0.53,0.10,0.11,0.64,0.61,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,41.66,3
0.55,0.71,0.57,0.21,0.20,0.12,0.65,0.30,0.57,0.46,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,53.98,3
0.36,0.32,0.60,0.59,0.31,0.01,0.38,0.38,0.17,0.41,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,69.06,4
0.34,0.31,0.48,0.73,0.44,0.38,0.44,0.71,0.51,0.24,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,22.04,2
0.63,0.34,0.64,0.29,0.39,0.15,0.40,0.08,0.11,0.20,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,20.35,2
0.26,0.28,0.43,0.58,0.17,0.18,0.63,0.49,0.20,0.20,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,63.77,4
0.36,0.52,0.15,0.41,0.67,0.05,0.17,0.33,0.41,0.02,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,86.29,5
0.63,0.60,0.82,0.16,0.53,0.20,0.61,0.42,0.29,0.16,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.00,1
0.44,0.72,0.19,0.61,0.57,0.06,0.37,0.63,0.38,0.06,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,59.10,3
0.57,0.60,0.78,0.03,0.85,0.34,0.68,0.33,0.42,0.05,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,49.80,3
0.28,0.19,0.46,0.07,0.75,0.54,0.65,0.24,0.25,0.16,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,73.99,4
0.13,0.38,0.26,0.42,0.51,0.26,0.83,0.13,0.44,0.02,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,91.51,5
0.63,0.17,0.55,0.27,0.50,0.36,0.89,0.40,0.42,0.16,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,33.10,2
0.31,0.61,0.20,0.45,0.42,0.14,0.17,0.15,0.21,0.43,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,63.12,4
0.44,0.41,0.54,0.50,0.61,0.19,0.68,0.21,0.62,0.22,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,51.58,3
0.06,0.62,0.41,0.48,0.39,0.39,0.56,0.24,0.38,0.21,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,46.08,3
0.83,0.75,0.39,0.18,0.82,0.04,0.63,0.32,0.38,0.22,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,15.70,1
0.44,0.27,0.12,0.05,0.66,0.48,0.23,0.55,0.65,0.04,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,72.44,4
0.65,0.29,0.02,0.38,0.20,0.29,0.48,0.33,0.07,0.44,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,66.78,4
0.71,0.42,0.52,0.40,0.42,0.05,0.70,0.16,0.10,0.23,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,72.88,4
0.37,0.52,0.40,0.45,0.82,0.12,0.60,0.40,0.42,0.32,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,54.28,3
0.31,0.09,0.37,0.74,0.27,0.55,0.38,0.16,0.12,0.59,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,12.01,1
0.58,0.66,0.61,0.18,0.56,0.08,0.31,0.27,0.17,0.03,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,32.23,2
0.71,0.73,0.32,0.47,0.28,0.22,0.33,0.25,0.15,0.22,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,74.73,4
0.35,0.50,0.86,0.13,0.64,0.13,0.40,0.19,0.77,0.32,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,65.90,4
0.46,0.56,0.54,0.26,0.44,0.06,0.57,0.43,0.52,0.22,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,15.00,1
0.50,0.59,0.60,0.33,0.73,0.14,0.32,0.32,0.35,0.56,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,14.52,1
0.93,0.95,0.92,0.61,0.56,0.53,0.32,0.53,0.05,0.06,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,16.35,1
0.53,0.21,0.41,0.29,0.52,0.01,0.58,0.23,0.21,0.42,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,39.88,2
0.41,0.41,0.45,0.26,0.55,0.13,0.70,0.12,0.30,0.53,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,34.12,2
0.39,0.19,0.47,0.13,0.54,0.09,0.59,0.25,0.55,0.07,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,89.40,5
0.51,0.30,0.66,0.34,0.76,0.29,0.72,0.44,0.66,0.07,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,17.95,1
0.11,0.44,0.21,0.17,0.60,0.09,0.27,0.03,0.35,0.18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,59.94,3
0.34,0.47,0.84,0.11,0.44,0.43,0.55,0.17,0.19,0.23,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,35.49,2
0.70,0.38,0.43,0.39,0.36,0.45,0.17,0.41,0.28,0.04,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,62.49,4
0.43,0.29,0.65,0.35,0.28,0.24,0.40,0.53,0.41,0.42,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,68.65,4
0.48,0.13,0.58,0.34,0.30,0.01,0.35,0.21,0.30,0.09,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,75.09,4
0.40,0.39,0.25,0.76,0.24,0.69,0.51,0.27,0.39,0.18,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,67.57,4
0.50,0.72,0.84,0.34,0.55,0.39,0.33,0.23,0.20,0.04,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,12.22,1
0.53,0.46,0.62,0.07,0.77,0.11,0.44,0.11,0.20,0.49,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,59.29,3
0.54,0.60,0.46,0.44,0.33,0.38,0.33,0.65,0.24,0.19,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,31.85,2
0.49,0.58,0.25,0.12,0.49,0.16,0.17,0.37,0.19,0.17,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,21.69,2
0.63,0.49,0.50,0.27,0.55,0.55,0.50,0.30,0.11,0.34,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,60.53,4
0.46,0.73,0.61,0.28,0.57,0.56,0.31,0.72,0.55,0.44,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,66.08,4
0.46,0.36,0.24,0.40,0.50,0.34,0.34,0.53,0.48,0.11,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,23.51,2
0.41,0.69,0.35,0.68,0.58,0.06,0.77,0.50,0.53,0.46,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,29.76,2
0.41,0.40,0.27,0.16,0.26,0.02,0.26,0.06,0.67,0.09,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,39.86,2
0.56,0.57,0.63,0.79,0.41,0.33,0.09,0.14,0.41,0.73,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,57.40,3
0.28,0.33,0.32,0.60,0.22,0.18,0.98,0.63,0.20,0.38,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,7.95,1
0.78,0.30,0.34,0.17,0.32,0.16,0.38,0.54,0.23,0.48,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0.00,1
0.42,0.66,0.24,0.38,0.65,0.34,0.38,0.24,0.13,0.14,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,65.28,4
0.52,0.26,0.69,0.19,0.57,0.27,0.35,0.19,0.41,0.10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,45.40,3
0.59,0.17,0.90,0.64,0.85,0.32,0.71,0.60,0.43,0.18,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,46.55,3
0.67,0.57,0.46,0.66,0.82,0.18,0.58,0.24,0.07,0.09,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,41.05,3
0.74,0.27,0.55,0.40,0.18,0.17,0.66,0.31,0.50,0.28,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,43.35,3
0.31,0.39,0.47,0.28,0.34,0.13,0.59,0.43,0.07,0.11,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,88.12,5
0.65,0.22,0.65,0.28,0.35,0.48,0.26,0.76,0.17,0.22,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,80.13,5
0.40,0.44,0.47,0.35,0.53,0.19,0.55,0.28,0.41,0.48,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,14.93,1
0.54,0.15,0.50,0.68,0.90,0.05,0.65,0.53,0.30,0.14,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,10.99,1
0.18,0.25,0.35,0.36,0.53,0.69,0.61,0.17,0.67,0.21,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,48.32,3
0.47,0.29,0.56,0.54,0.43,0.13,0.40,0.32,0.23,0.36,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,73.66,4
0.56,0.33,0.62,0.29,0.65,0.48,0.69,0.24,0.23,0.03,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63.18,4
0.64,0.42,0.83,0.42,0.57,0.56,0.42,0.22,0.43,0.13,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0.00,1
0.77,0.83,0.49,0.39,0.69,0.57,0.30,0.53,0.48,0.29,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,25.02,2
0.33,0.30,0.47,0.26,0.61,0.16,0.74,0.16,0.61,0.20,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,51.87,3
0.18,0.73,0.89,0.72,0.31,0.16,0.42,0.18,0.14,0.10,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,72.51,4
0.42,0.84,0.19,0.33,0.33,0.43,0.25,0.55,0.30,0.33,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100.00,5
0.51,0.18,0.49,0.41,0.52,0.31,0.45,0.41,0.09,0.68,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,69.56,4
0.37,0.29,0.92,0.16,0.37,0.40,0.69,0.57,0.57,0.05,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50.03,3
0.47,0.60,0.95,0.86,0.26,0.40,0.62,0.13,0.49,0.25,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,10.60,1
0.41,0.21,0.35,0.21,0.73,0.31,0.83,0.28,0.38,0.80,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0.00,1
0.48,0.32,0.47,0.20,0.15,0.31,0.20,0.10,0.69,0.01,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,26.58,2
0.45,0.32,0.57,0.48,0.61,0.14,0.75,0.06,0.11,0.28,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,44.94,3
0.20,0.25,0.73,0.13,0.38,0.43,0.35,0.56,0.10,0.62,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,44.04,3
0.21,0.40,0.24,0.49,0.50,0.39,0.63,0.37,0.39,0.35,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,66.77,4
0.70,0.16,0.37,0.61,0.43,0.37,0.57,0.24,0.05,0.18,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,41.58,3
0.05,0.20,0.86,0.11,0.43,0.31,0.62,0.44,0.43,0.85,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,68.33,4
0.19,0.83,0.60,0.07,0.09,0.24,0.73,0.13,0.59,0.29,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,21.06,2
